,UserID,SubCommunity,Community,Age,Gender,Occupation,Zipcode,AgeGroup,State,NormalizedAge,Teenager,Youth,MiddleAge,Senior,SuperSenior,administrator,artist,doctor,educator,engineer,entertainment,executive,healthcare,homemaker,lawyer,librarian,marketing,none,other,programmer,retired,salesman,scientist,student,technician,writer,AZ,CA,FL,OH,PA,WA,VT,MA,GA,CT,SC,MN,OR,NY,TN,KY,MI,MD,TX,NC,WI,CO,IN,IA,NJ,Unnamed: 60,UT,IL,VA,OK,NH,DC,NV,NE,LA,MO,KS,AK,AL,ID,ND,MS,AR,MT,NM,RI,HI,WV,ME,DE,WY,SD,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,ActionRating,AdventureRating,AnimationRating,ChildrenRating,ComedyRating,CrimeRating,DocumentaryRating,DramaRating,FantasyRating,FilmNoirRating,HorrorRating,MusicalRating,MysteryRating,RomanceRating,SciFiRating,ThrillerRating,WarRating,WesternRating,NumMoviesWatched,ActionPreference,AdventurePreference,AnimationPreference,ChildrenPreference,ComedyPreference,CrimePreference,DocumentaryPreference,DramaPreference,FantasyPreference,FilmNoirPreference,HorrorPreference,MusicalPreference,MysteryPreference,RomancePreference,SciFiPreference,ThrillerPreference,WarPreference,WesternPreference,ComWithSubCom
105,106,1,0,61,1,retired,55125,SuperSenior,MN,0.8356164383561644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09448818897637797,0.06299212598425198,0.007874015748031496,0.031496062992125984,0.15748031496062992,0.031496062992125984,0.007874015748031496,0.31496062992125984,0.0,0.0,0.0,0.0,0.007874015748031496,0.14173228346456693,0.007874015748031496,0.07086614173228346,0.047244094488188976,0.015748031496062992,0.7333333333333333,0.725,0.8,0.7,0.73,0.75,0.6,0.78,0.0,0.0,0.0,0.0,1.0,0.7111111111111111,0.6,0.7555555555555555,0.8,0.8,127.0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,01
106,107,1,0,39,1,scientist,60466,MiddleAge,IL,0.5342465753424658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.02,0.0,0.02,0.1,0.08,0.0,0.18,0.0,0.02,0.04,0.0,0.12,0.06,0.06,0.18,0.04,0.0,0.3,0.4,0.0,0.4,0.72,0.8,0.0,0.6888888888888889,0.0,0.8,0.6,0.0,0.6666666666666666,0.5333333333333333,0.6,0.5333333333333333,0.4,0.0,50.0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,01
107,108,1,4,44,1,educator,63130,MiddleAge,MO,0.6027397260273972,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1375,0.0875,0.0125,0.025,0.1125,0.025,0.0,0.175,0.0,0.0,0.0,0.025,0.025,0.1375,0.0875,0.075,0.075,0.0,0.6727272727272727,0.6,0.8,0.7,0.7111111111111111,0.8,0.0,0.8,0.0,0.0,0.0,0.8,0.7,0.7090909090909091,0.6285714285714286,0.6333333333333333,0.7333333333333333,0.0,80.0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,41
108,109,0,1,29,1,other,55423,Youth,MN,0.3972602739726027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16634799235181644,0.08986615678776291,0.01338432122370937,0.028680688336520075,0.13766730401529634,0.04206500956022945,0.0,0.13766730401529634,0.011472275334608031,0.003824091778202677,0.030592734225621414,0.019120458891013385,0.01338432122370937,0.06883365200764817,0.07839388145315487,0.12237093690248566,0.03250478011472276,0.003824091778202677,0.7609195402298851,0.8085106382978723,0.6571428571428571,0.7466666666666667,0.6416666666666667,0.6636363636363637,0.0,0.6555555555555556,0.7666666666666667,0.7,0.6375,0.66,0.7428571428571429,0.7222222222222222,0.8195121951219512,0.7375,0.8,0.7,523.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,10
109,110,1,3,19,1,student,77840,Teenager,TX,0.2602739726027397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18248175182481752,0.04744525547445255,0.0,0.0145985401459854,0.17518248175182485,0.051094890510948905,0.0,0.15693430656934307,0.0036496350364963507,0.0036496350364963507,0.021897810218978103,0.0036496350364963507,0.0145985401459854,0.0948905109489051,0.040145985401459854,0.145985401459854,0.0291970802919708,0.0145985401459854,0.624,0.5230769230769231,0.0,0.65,0.5541666666666667,0.5571428571428572,0.0,0.6465116279069767,0.8,0.4,0.6333333333333333,0.8,0.75,0.6538461538461539,0.6181818181818182,0.665,0.725,0.6,274.0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,31
110,111,0,0,57,1,engineer,90630,Senior,CA,0.7808219178082192,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06521739130434782,0.021739130434782608,0.0,0.021739130434782608,0.10869565217391304,0.043478260869565216,0.0,0.2826086956521739,0.0,0.021739130434782608,0.021739130434782608,0.0,0.08695652173913042,0.13043478260869565,0.021739130434782608,0.13043478260869565,0.043478260869565216,0.0,0.7333333333333333,0.8,0.0,0.8,0.8,0.7,0.0,0.6615384615384615,0.0,1.0,0.4,0.0,0.75,0.7666666666666667,0.8,0.8,0.7,0.0,46.0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,00
111,112,0,0,30,1,salesman,60613,MiddleAge,IL,0.410958904109589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10309278350515463,0.010309278350515464,0.0,0.0,0.08247422680412371,0.08247422680412371,0.0,0.27835051546391754,0.0,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.07216494845360824,0.08247422680412371,0.010309278350515464,0.1958762886597938,0.05154639175257732,0.0,0.78,0.8,0.0,0.0,0.65,0.775,0.0,0.7555555555555555,0.0,0.8,0.8,1.0,0.7428571428571429,0.725,0.6,0.7368421052631579,0.76,0.0,97.0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,00
112,113,0,0,47,1,executive,95032,MiddleAge,CA,0.6438356164383562,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10576923076923077,0.02884615384615385,0.0,0.0,0.08653846153846154,0.0576923076923077,0.0,0.2692307692307692,0.0,0.009615384615384616,0.019230769230769232,0.019230769230769232,0.0576923076923077,0.08653846153846154,0.0576923076923077,0.16346153846153846,0.038461538461538464,0.0,0.8363636363636363,0.8666666666666667,0.0,0.0,0.7111111111111111,0.8333333333333334,0.0,0.7571428571428571,0.0,1.0,0.4,0.4,0.7333333333333333,0.8,0.8666666666666667,0.7647058823529411,0.85,0.0,104.0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,00
113,114,1,0,27,1,programmer,75013,Youth,TX,0.3698630136986301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08653846153846154,0.04807692307692308,0.0,0.0,0.10576923076923077,0.0576923076923077,0.0,0.21153846153846154,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0576923076923077,0.04807692307692308,0.1153846153846154,0.125,0.07692307692307693,0.009615384615384616,0.7333333333333333,0.64,0.0,0.0,0.7454545454545455,0.8,0.0,0.7090909090909091,0.0,0.8,0.8,0.6,0.6666666666666666,0.76,0.8833333333333333,0.7538461538461538,0.75,0.8,104.0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,01
114,115,0,0,31,1,engineer,17110,MiddleAge,PA,0.4246575342465753,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13157894736842105,0.05789473684210526,0.015789473684210527,0.015789473684210527,0.06315789473684211,0.05789473684210526,0.021052631578947368,0.21578947368421053,0.005263157894736842,0.03157894736842105,0.021052631578947368,0.010526315789473684,0.021052631578947368,0.06315789473684211,0.06315789473684211,0.14210526315789473,0.04736842105263158,0.015789473684210527,0.8079999999999999,0.8545454545454545,0.4666666666666667,0.4666666666666667,0.7,0.9272727272727272,0.85,0.8097560975609757,1.0,0.8333333333333334,0.95,0.3,0.95,0.6833333333333333,0.8333333333333334,0.8,0.7111111111111111,0.6666666666666666,190.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,00
115,116,1,0,40,1,healthcare,97232,MiddleAge,OR,0.547945205479452,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11186440677966103,0.05084745762711865,0.006779661016949152,0.01694915254237288,0.06779661016949153,0.04745762711864407,0.003389830508474576,0.2440677966101695,0.0,0.010169491525423728,0.01694915254237288,0.010169491525423728,0.05423728813559322,0.09491525423728814,0.06779661016949153,0.14915254237288136,0.03728813559322034,0.010169491525423728,0.5818181818181818,0.6,0.7,0.6,0.54,0.7,0.8,0.6333333333333333,0.0,0.6666666666666666,0.52,0.7333333333333333,0.5625,0.5928571428571429,0.55,0.5272727272727272,0.6909090909090909,0.6666666666666666,295.0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,01
116,117,1,3,20,1,student,16125,Youth,PA,0.273972602739726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1568627450980392,0.0931372549019608,0.0196078431372549,0.029411764705882356,0.12254901960784312,0.029411764705882356,0.0,0.1176470588235294,0.00980392156862745,0.0,0.029411764705882356,0.024509803921568627,0.00980392156862745,0.06372549019607843,0.11274509803921567,0.14705882352941174,0.03431372549019608,0.0,0.84375,0.8736842105263158,0.65,0.7333333333333333,0.7040000000000001,0.9666666666666668,0.0,0.8583333333333333,0.7,0.0,0.6333333333333333,0.64,1.0,0.9076923076923076,0.8347826086956521,0.7933333333333333,0.9428571428571428,0.0,204.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,31
117,118,0,2,21,1,administrator,90210,Youth,CA,0.2876712328767123,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08724832214765099,0.06711409395973154,0.0,0.006711409395973154,0.06711409395973154,0.060402684563758385,0.013422818791946308,0.18791946308724836,0.006711409395973154,0.006711409395973154,0.1342281879194631,0.013422818791946308,0.03355704697986577,0.03355704697986577,0.08053691275167785,0.14093959731543626,0.060402684563758385,0.0,0.9692307692307692,0.98,0.0,0.8,0.86,0.8888888888888888,1.0,0.9428571428571428,1.0,1.0,0.86,0.8,0.92,0.88,1.0,0.9333333333333332,0.9777777777777776,0.0,149.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20
118,119,1,0,32,1,programmer,67401,MiddleAge,KS,0.4383561643835616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15873015873015872,0.08465608465608465,0.002645502645502645,0.01058201058201058,0.11375661375661375,0.03968253968253968,0.002645502645502645,0.21693121693121686,0.005291005291005291,0.007936507936507936,0.007936507936507936,0.013227513227513229,0.013227513227513229,0.08201058201058199,0.06613756613756612,0.13227513227513227,0.03968253968253968,0.002645502645502645,0.76,0.775,0.6,0.65,0.7813953488372093,0.7333333333333333,0.8,0.8463414634146341,0.5,0.7333333333333333,0.6666666666666666,0.88,0.84,0.8387096774193549,0.688,0.752,0.8933333333333333,0.8,378.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,01
119,120,1,1,47,0,other,6260,MiddleAge,CT,0.6438356164383562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.13846153846153847,0.015384615384615384,0.015384615384615384,0.04615384615384616,0.015384615384615384,0.0,0.2153846153846154,0.0,0.0,0.0,0.0,0.015384615384615384,0.061538461538461535,0.07692307692307693,0.1076923076923077,0.09230769230769233,0.0,0.6307692307692307,0.6,0.8,0.8,0.7333333333333333,0.8,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.8,0.8,0.72,0.5428571428571428,0.8333333333333334,0.0,65.0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,11
120,121,2,5,54,1,librarian,99603,Senior,AK,0.7397260273972602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12258064516129033,0.05806451612903226,0.0064516129032258064,0.0064516129032258064,0.08387096774193549,0.045161290322580636,0.0064516129032258064,0.2774193548387097,0.012903225806451613,0.0,0.0,0.0,0.03225806451612903,0.10967741935483873,0.06451612903225806,0.10967741935483873,0.06451612903225806,0.0,0.631578947368421,0.6888888888888889,0.8,0.8,0.6307692307692307,0.7714285714285715,0.8,0.8046511627906977,0.4,0.0,0.0,0.0,0.8,0.7647058823529411,0.66,0.6823529411764706,0.74,0.0,155.0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,52
121,122,1,0,32,0,writer,22206,MiddleAge,VA,0.4383561643835616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04716981132075472,0.02830188679245283,0.0,0.009433962264150943,0.09433962264150944,0.04716981132075472,0.0,0.4433962264150944,0.009433962264150943,0.009433962264150943,0.0,0.009433962264150943,0.02830188679245283,0.09433962264150944,0.04716981132075472,0.04716981132075472,0.04716981132075472,0.03773584905660377,0.84,0.8666666666666667,0.0,0.8,0.82,0.72,0.0,0.8127659574468085,0.8,0.6,0.0,0.4,0.8666666666666667,0.8,0.8,0.64,0.72,0.7,106.0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,01
122,123,1,0,48,0,artist,20008,MiddleAge,DC,0.6575342465753424,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045871559633027525,0.027522935779816515,0.009174311926605505,0.01834862385321101,0.11926605504587155,0.05504587155963303,0.009174311926605505,0.3027522935779817,0.0,0.009174311926605505,0.01834862385321101,0.05504587155963303,0.01834862385321101,0.1559633027522936,0.01834862385321101,0.08256880733944955,0.045871559633027525,0.009174311926605505,0.84,0.7333333333333333,1.0,0.8,0.6615384615384615,0.8666666666666667,0.8,0.7878787878787878,0.0,0.8,0.7,0.7666666666666667,0.9,0.7529411764705882,0.8,0.7777777777777778,0.84,1.0,109.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,01
123,124,1,3,34,1,student,60615,MiddleAge,IL,0.4657534246575342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2033898305084746,0.0847457627118644,0.01694915254237288,0.01694915254237288,0.0847457627118644,0.01694915254237288,0.0,0.13559322033898305,0.0,0.0,0.01694915254237288,0.01694915254237288,0.0,0.05084745762711865,0.11864406779661014,0.1694915254237288,0.06779661016949153,0.0,0.6666666666666666,0.56,0.6,0.6,0.72,1.0,0.0,0.625,0.0,0.0,0.8,0.6,0.0,0.5333333333333333,0.7142857142857143,0.76,0.55,0.0,59.0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,31
124,125,0,0,30,1,lawyer,22202,MiddleAge,VA,0.410958904109589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09192200557103064,0.04735376044568245,0.0055710306406685246,0.02506963788300836,0.3286908077994429,0.02228412256267409,0.0027855153203342623,0.11420612813370473,0.008356545961002786,0.0027855153203342623,0.008356545961002786,0.027855153203342614,0.019498607242339837,0.10306406685236767,0.055710306406685235,0.06685236768802229,0.0584958217270195,0.011142061281337049,0.8303030303030303,0.8705882352941177,0.9,0.7111111111111111,0.6203389830508474,0.475,0.2,0.6878048780487804,0.6,0.6,0.5333333333333333,0.82,0.7714285714285715,0.8054054054054054,0.77,0.7916666666666666,0.8380952380952381,0.75,359.0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,00
125,126,1,0,28,0,lawyer,20015,Youth,DC,0.3835616438356164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12871287128712872,0.0099009900990099,0.0,0.0198019801980198,0.06930693069306931,0.0396039603960396,0.0099009900990099,0.2277227722772277,0.0,0.0099009900990099,0.0396039603960396,0.0198019801980198,0.0891089108910891,0.0891089108910891,0.0297029702970297,0.1782178217821782,0.0396039603960396,0.0,0.7230769230769231,1.0,0.0,1.0,0.8285714285714286,0.6,1.0,0.6782608695652174,0.0,0.8,0.75,0.5,0.5777777777777777,0.7555555555555555,0.6666666666666666,0.6333333333333333,0.55,0.0,101.0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,01
126,127,1,0,33,1,none,73439,MiddleAge,OK,0.4520547945205479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2333333333333333,0.18333333333333326,0.0,0.016666666666666666,0.05,0.0,0.0,0.08333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.06666666666666668,0.21666666666666667,0.05,0.06666666666666668,0.0,0.9571428571428572,0.9454545454545454,0.0,1.0,0.9333333333333332,0.0,0.0,0.36,0.0,0.0,1.0,0.0,0.0,0.55,0.953846153846154,1.0,0.55,0.0,60.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,01
127,128,0,0,24,0,marketing,20009,Youth,DC,0.3287671232876712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08579088471849866,0.06166219839142091,0.024128686327077747,0.05093833780160858,0.1554959785522788,0.010723860589812331,0.0053619302949061655,0.2278820375335121,0.0026809651474530827,0.0026809651474530827,0.0,0.048257372654155486,0.021447721179624662,0.1581769436997319,0.03753351206434316,0.06702412868632708,0.03485254691689008,0.0053619302949061655,0.76875,0.7217391304347827,0.7333333333333333,0.7052631578947368,0.7172413793103448,0.7,0.8,0.731764705882353,0.8,0.6,0.0,0.7444444444444445,0.7,0.7254237288135593,0.6714285714285714,0.736,0.8,0.6,373.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,00
128,129,1,0,36,0,marketing,7039,MiddleAge,NJ,0.4931506849315068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09230769230769233,0.030769230769230767,0.0,0.015384615384615384,0.061538461538461535,0.04615384615384616,0.0,0.2769230769230769,0.0,0.015384615384615384,0.030769230769230767,0.0,0.04615384615384616,0.13846153846153847,0.030769230769230767,0.16923076923076924,0.04615384615384616,0.0,0.43333333333333335,0.5,0.0,0.6,0.55,0.6,0.0,0.5444444444444444,0.0,0.8,0.3,0.0,0.6,0.5333333333333333,0.5,0.4363636363636363,0.7333333333333333,0.0,65.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,01
129,130,0,0,20,1,none,60115,Youth,IL,0.273972602739726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1593625498007968,0.07569721115537849,0.02523240371845949,0.04648074369189907,0.12217795484727755,0.0398406374501992,0.0013280212483399733,0.13545816733067728,0.006640106241699867,0.00398406374501992,0.04648074369189907,0.02257636122177955,0.01593625498007968,0.06241699867197875,0.07304116865869854,0.13545816733067728,0.02257636122177955,0.00398406374501992,0.7766666666666666,0.7859649122807018,0.9052631578947368,0.8514285714285714,0.7760869565217391,0.78,0.8,0.8411764705882353,0.88,0.7333333333333333,0.7828571428571428,0.9294117647058824,0.7833333333333333,0.8595744680851064,0.7854545454545454,0.792156862745098,0.8588235294117647,0.6666666666666666,753.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,00
130,131,0,2,59,0,administrator,15237,Senior,PA,0.8082191780821918,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392156862745098,0.0,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.09803921568627452,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.0,0.0,0.0392156862745098,0.1176470588235294,0.0,0.0392156862745098,0.0392156862745098,0.0,0.9,0.0,0.8,0.8,0.8285714285714286,0.8,0.6,0.8285714285714286,0.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.0,1.0,0.9,0.0,51.0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,20
131,132,1,1,24,1,other,94612,Youth,CA,0.3287671232876712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909093,0.045454545454545456,0.0,0.022727272727272728,0.09090909090909093,0.11363636363636365,0.0,0.2727272727272727,0.0,0.022727272727272728,0.0,0.0,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.022727272727272728,0.65,0.6,0.0,0.6,0.75,0.8,0.0,0.7833333333333333,0.0,0.8,0.0,0.0,0.8,0.6,0.6,0.7333333333333333,0.6666666666666666,1.0,44.0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,11
