,UserID,Age,Gender,Occupation,Zipcode,NormalizedAge,AgeGroup,Male,Female,State,Teenager,Youth,MiddleAge,Senior,SuperSenior,administrator,artist,doctor,educator,engineer,entertainment,executive,healthcare,homemaker,lawyer,librarian,marketing,none,other,programmer,retired,salesman,scientist,student,technician,writer,AZ,CA,FL,OH,PA,WA,VT,MA,GA,CT,SC,MN,OR,NY,TN,KY,MI,MD,TX,NC,WI,CO,IN,IA,NJ,,UT,IL,VA,OK,NH,DC,NV,NE,LA,MO,KS,AK,AL,ID,ND,MS,AR,MT,NM,RI,HI,WV,ME,DE,WY,SD,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,ActionRating,AdventureRating,AnimationRating,ChildrenRating,ComedyRating,CrimeRating,DocumentaryRating,DramaRating,FantasyRating,FilmNoirRating,HorrorRating,MusicalRating,MysteryRating,RomanceRating,SciFiRating,ThrillerRating,WarRating,WesternRating,NumMoviesWatched,unknownPreference,ActionPreference,AdventurePreference,AnimationPreference,ChildrenPreference,ComedyPreference,CrimePreference,DocumentaryPreference,DramaPreference,FantasyPreference,FilmNoirPreference,HorrorPreference,MusicalPreference,MysteryPreference,RomancePreference,SciFiPreference,ThrillerPreference,WarPreference,WesternPreference
10,11,39,0,other,30329,0.5342465753424658,MiddleAge,0,1,GA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08991825613079019,0.043596730245231606,0.0,0.01634877384196185,0.2016348773841962,0.03814713896457766,0.0,0.22343324250681199,0.005449591280653951,0.0027247956403269754,0.013623978201634877,0.0027247956403269754,0.0326975476839237,0.11444141689373297,0.06267029972752043,0.08991825613079019,0.04904632152588556,0.013623978201634877,0.6121212121212121,0.625,0.0,0.6666666666666666,0.6837837837837838,0.6714285714285714,0.0,0.751219512195122,0.8,0.6,0.64,0.4,0.6833333333333333,0.7,0.6782608695652174,0.6363636363636364,0.6888888888888889,0.76,367.0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
11,12,28,0,other,6405,0.3835616438356164,Youth,0,1,CT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.0625,0.008928571428571428,0.026785714285714284,0.11607142857142858,0.017857142857142856,0.0,0.21428571428571427,0.0,0.0,0.008928571428571428,0.026785714285714284,0.026785714285714284,0.11607142857142858,0.0625,0.10714285714285714,0.0625,0.017857142857142856,0.8714285714285714,0.8857142857142857,0.8,0.8,0.9230769230769231,0.8,0.0,0.9083333333333333,0.0,0.0,0.2,0.9333333333333333,0.8666666666666667,0.8769230769230769,0.8285714285714286,0.8833333333333333,0.9142857142857143,0.8,112.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
12,13,47,1,educator,29206,0.6438356164383562,MiddleAge,1,0,SC,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12273800157356413,0.057435090479937057,0.012588512981904013,0.040912667191188044,0.14791502753737215,0.03540519276160504,0.010228166797797011,0.17151848937844216,0.00944138473642801,0.011014948859166011,0.059008654602675056,0.024390243902439025,0.025963808025177025,0.08261211644374508,0.05114083398898505,0.0952006294256491,0.03225806451612903,0.010228166797797011,0.6102564102564103,0.6191780821917808,0.7375,0.5807692307692308,0.6074468085106383,0.6266666666666667,0.6923076923076923,0.7073394495412844,0.65,0.8571428571428571,0.3413333333333333,0.6193548387096774,0.6181818181818182,0.6742857142857143,0.6430769230769231,0.5801652892561984,0.7073170731707317,0.8,1271.0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
13,14,45,1,scientist,55106,0.6164383561643836,MiddleAge,1,0,MN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.07,0.03,0.03,0.175,0.03,0.01,0.195,0.005,0.015,0.005,0.025,0.03,0.105,0.065,0.065,0.05,0.005,0.7666666666666667,0.9285714285714286,0.8333333333333334,0.8,0.8057142857142857,0.9,0.7,0.8153846153846154,0.6,0.9333333333333333,0.8,0.68,0.9,0.780952380952381,0.8461538461538461,0.8153846153846154,0.8,0.8,200.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,15,49,0,educator,97301,0.6712328767123288,MiddleAge,0,1,OR,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10328638497652583,0.056338028169014086,0.009389671361502348,0.03286384976525822,0.13145539906103287,0.028169014084507043,0.0,0.22535211267605634,0.014084507042253521,0.009389671361502348,0.009389671361502348,0.009389671361502348,0.03286384976525822,0.11737089201877934,0.056338028169014086,0.11737089201877934,0.046948356807511735,0.0,0.5363636363636364,0.6,0.2,0.37142857142857144,0.5357142857142857,0.5,0.0,0.6375,0.6666666666666666,0.6,0.2,0.4,0.4857142857142857,0.688,0.5333333333333333,0.472,0.68,0.0,213.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
15,16,21,1,entertainment,10309,0.2876712328767123,Youth,1,0,NY,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09933774834437085,0.039735099337748346,0.026490066225165563,0.03642384105960265,0.1291390728476821,0.06291390728476821,0.0,0.18543046357615894,0.0033112582781456954,0.019867549668874173,0.029801324503311258,0.033112582781456956,0.026490066225165563,0.08940397350993377,0.052980132450331126,0.11258278145695365,0.04304635761589404,0.009933774834437087,0.92,0.9333333333333333,0.975,0.9454545454545454,0.8,0.9473684210526315,0.0,0.875,1.0,0.8333333333333334,0.8666666666666667,0.94,0.9,0.8296296296296296,0.925,0.888235294117647,0.8307692307692308,0.8,302.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
16,17,30,1,programmer,6355,0.410958904109589,MiddleAge,1,0,CT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07272727272727272,0.07272727272727272,0.01818181818181818,0.05454545454545454,0.14545454545454545,0.03636363636363636,0.0,0.3090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.05454545454545454,0.07272727272727272,0.07272727272727272,0.0,0.45,0.7,0.8,0.6,0.7,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.52,0.7333333333333333,0.5,0.5,0.0,55.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17,18,35,0,other,37212,0.4794520547945205,MiddleAge,0,1,TN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04844961240310078,0.03488372093023256,0.023255813953488372,0.03682170542635659,0.19767441860465115,0.023255813953488372,0.007751937984496124,0.27325581395348836,0.007751937984496124,0.007751937984496124,0.009689922480620155,0.046511627906976744,0.01744186046511628,0.13178294573643412,0.029069767441860465,0.044573643410852716,0.05232558139534884,0.007751937984496124,0.76,0.7555555555555555,0.85,0.7894736842105263,0.7411764705882353,0.85,0.6,0.8170212765957446,0.7,0.7,0.64,0.75,0.7777777777777778,0.7441176470588236,0.68,0.7739130434782608,0.8,0.75,516.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,19,40,1,librarian,2138,0.547945205479452,MiddleAge,1,0,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.06666666666666667,0.0,0.022222222222222223,0.26666666666666666,0.0,0.0,0.24444444444444444,0.0,0.0,0.044444444444444446,0.022222222222222223,0.0,0.1111111111111111,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.68,0.6,0.0,1.0,0.75,0.0,0.0,0.6909090909090909,0.0,0.0,0.6,0.8,0.0,0.6,0.8,0.7,0.8,1.0,45.0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1
19,20,42,0,homemaker,95660,0.5753424657534246,MiddleAge,0,1,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15702479338842976,0.10743801652892562,0.03305785123966942,0.06611570247933884,0.11570247933884298,0.01652892561983471,0.0,0.10743801652892562,0.01652892561983471,0.0,0.01652892561983471,0.03305785123966942,0.008264462809917356,0.06611570247933884,0.08264462809917356,0.10743801652892562,0.06611570247933884,0.0,0.7052631578947368,0.7076923076923077,0.6,0.575,0.5,0.5,0.0,0.7230769230769231,0.4,0.0,0.3,0.65,0.6,0.575,0.58,0.5846153846153846,0.6,0.0,121.0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
20,21,26,1,writer,30068,0.3561643835616438,Youth,1,0,GA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10773480662983426,0.04419889502762431,0.024861878453038673,0.03314917127071823,0.08839779005524862,0.04143646408839779,0.0027624309392265192,0.1298342541436464,0.0055248618784530384,0.0055248618784530384,0.1685082872928177,0.019337016574585635,0.024861878453038673,0.04143646408839779,0.06353591160220995,0.18232044198895028,0.016574585635359115,0.0,0.5128205128205128,0.475,0.6888888888888889,0.5,0.5875,0.68,0.6,0.5914893617021276,0.8,0.6,0.5475409836065573,0.5428571428571428,0.4888888888888889,0.5066666666666667,0.5043478260869565,0.5212121212121212,0.5,0.0,362.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
21,22,25,1,writer,40206,0.3424657534246575,Youth,1,0,KY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21639344262295082,0.11475409836065574,0.0,0.02622950819672131,0.2360655737704918,0.02622950819672131,0.0,0.05245901639344262,0.003278688524590164,0.003278688524590164,0.01639344262295082,0.013114754098360656,0.009836065573770493,0.06229508196721312,0.08196721311475409,0.07540983606557378,0.04918032786885246,0.013114754098360656,0.7545454545454545,0.6914285714285714,0.0,0.25,0.5972222222222222,0.8,0.0,0.8875,0.2,1.0,0.76,0.85,0.2,0.7263157894736842,0.776,0.7565217391304347,0.7333333333333333,0.85,305.0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
22,23,30,0,artist,48197,0.410958904109589,MiddleAge,0,1,MI,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11572700296735905,0.0830860534124629,0.032640949554896145,0.04451038575667656,0.14836795252225518,0.020771513353115726,0.002967359050445104,0.16023738872403562,0.005934718100890208,0.005934718100890208,0.01483679525222552,0.04747774480712166,0.01483679525222552,0.10089020771513353,0.08902077151335312,0.06231454005934718,0.03857566765578635,0.011869436201780416,0.6615384615384615,0.7357142857142858,0.8181818181818182,0.7466666666666667,0.728,0.7714285714285715,0.6,0.762962962962963,0.5,0.8,0.48,0.725,0.84,0.711764705882353,0.7266666666666667,0.7142857142857143,0.7076923076923077,0.7,337.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
23,24,21,0,artist,94533,0.2876712328767123,Youth,0,1,CA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058394160583941604,0.058394160583941604,0.0072992700729927005,0.0364963503649635,0.145985401459854,0.058394160583941604,0.0,0.27007299270072993,0.0,0.0,0.014598540145985401,0.021897810218978103,0.014598540145985401,0.11678832116788321,0.043795620437956206,0.10948905109489052,0.0364963503649635,0.0072992700729927005,0.875,0.8,1.0,0.92,0.85,0.925,0.0,0.8810810810810811,0.0,0.0,0.8,0.7333333333333333,1.0,0.875,0.7333333333333333,0.8533333333333334,1.0,0.8,137.0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
24,25,39,1,engineer,55107,0.5342465753424658,MiddleAge,1,0,MN,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11494252873563218,0.08620689655172414,0.05172413793103448,0.06321839080459771,0.14942528735632185,0.011494252873563218,0.0,0.14367816091954022,0.005747126436781609,0.005747126436781609,0.011494252873563218,0.034482758620689655,0.011494252873563218,0.06896551724137931,0.09770114942528736,0.08620689655172414,0.05172413793103448,0.005747126436781609,0.81,0.8266666666666667,0.8,0.7272727272727273,0.8538461538461538,0.7,0.0,0.792,0.8,0.8,0.8,0.6666666666666666,0.8,0.8333333333333334,0.8352941176470589,0.84,0.8,0.6,174.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
